order_item_id,order_id,product_id,quantity,price_sold
3184,1783,782,1,574.78
3185,1784,1081,1,846.59
3186,1784,2460,1,183.44
3187,1785,1470,1,425.15
3188,1785,1832,2,232.98
3189,1785,2359,2,386.05
3190,1786,574,1,352.92
3191,1786,1289,1,541.24
3192,1787,2493,1,170.83
3193,1787,932,1,1764.58
3194,1788,2336,1,337.86
3195,1788,1538,1,805.39
3196,1789,1245,1,200.83
3197,1790,873,1,483.95
3198,1790,27,1,480.39
3199,1790,2114,1,393.14
3200,1791,106,1,466.99
3201,1791,1443,2,242.03
3202,1792,1283,1,419.04
3203,1792,1074,2,762.4
3204,1792,1124,1,618.25
3205,1793,58,1,198.2
3206,1793,377,1,94.97
3207,1793,1647,1,392.31
3208,1794,1133,2,646.48
3209,1795,2196,1,366.85
3210,1795,1895,3,815.51
3211,1796,1933,1,320.47
3212,1797,1276,1,219.76
3213,1798,1670,1,477.04
3214,1798,2234,1,445.13
3215,1798,2460,1,314.52
3216,1798,889,1,871.16
3217,1799,358,2,338.91
3218,1800,290,1,601.6
3219,1800,852,1,291.48
3220,1800,478,1,529.38
3221,1800,103,1,340.7
3222,1801,437,1,599.32
3223,1802,1917,1,582.84
3224,1803,1152,2,167.01
3225,1803,1196,1,129.9
3226,1803,1274,1,207.09
3227,1804,2051,1,566.39
3228,1805,1012,1,1024.07
3229,1805,521,1,1681.07
3230,1805,242,2,124.31
3231,1805,1885,2,211.93
3232,1806,1038,1,856.93
3233,1807,274,1,184.34
3234,1808,641,2,269.51
3235,1809,968,1,402.97
3236,1810,293,1,137.94
3237,1810,2079,1,406.08
3238,1811,2056,1,1020.34
3239,1811,1853,1,377.11
3240,1812,1403,2,458.84
3241,1813,2294,1,613.77
3242,1814,299,2,810.08
3243,1815,1935,1,269.61
3244,1815,423,2,210.72
3245,1815,961,2,265.16
3246,1816,362,1,560.73
3247,1816,489,2,729.28
3248,1817,154,1,484.59
3249,1818,993,1,1345.89
3250,1819,506,2,417.14
3251,1819,635,1,350.82
3252,1819,626,2,204.05
3253,1820,426,1,155.56
3254,1820,1483,1,571.66
3255,1821,263,1,348.0
3256,1821,1548,3,339.67
3257,1821,1572,1,377.71
3258,1822,1161,1,1229.97
3259,1823,582,1,273.13
3260,1824,632,1,342.79
3261,1825,1152,1,133.57
3262,1825,67,1,529.8
3263,1826,898,1,250.74
3264,1827,256,1,411.57
3265,1828,1381,2,163.65
3266,1828,1682,1,248.68
3267,1829,2446,2,372.53
3268,1829,607,1,314.62
3269,1829,250,1,252.19
3270,1830,1134,1,718.09
3271,1830,618,1,829.39
3272,1831,1492,3,416.51
3273,1831,2166,1,169.17
3274,1831,2182,1,241.06
3275,1832,136,3,252.44
3276,1832,2217,2,1134.42
3277,1833,608,1,330.71
3278,1833,1408,1,1662.41
3279,1833,2198,1,284.72
3280,1834,1098,2,124.59
3281,1834,939,2,1677.08
3282,1835,2261,1,385.67
3283,1835,2054,3,278.94
3284,1836,2418,1,527.7
3285,1836,1088,1,341.84
3286,1837,1823,1,621.24
3287,1838,2179,1,253.05
3288,1838,1891,1,398.26
3289,1839,547,2,317.58
3290,1840,1004,1,920.66
3291,1841,1793,2,139.03
3292,1841,1463,1,349.74
3293,1841,1529,1,521.85
3294,1842,2287,1,1171.14
3295,1842,1394,1,387.87
3296,1843,2253,1,603.63
3297,1844,1352,3,486.14
3298,1845,621,1,573.96
3299,1845,434,1,582.21
3300,1846,2331,1,740.34
3301,1847,1979,1,896.7
3302,1848,2327,1,283.94
3303,1848,2318,2,444.97
3304,1849,115,1,266.98
3305,1850,589,1,346.18
3306,1851,104,1,436.17
3307,1851,960,1,524.39
3308,1852,1443,2,178.32
3309,1853,1753,1,789.88
3310,1853,1994,1,316.48
3311,1853,119,1,344.54
3312,1854,1726,2,333.23
3313,1854,1057,1,579.26
3314,1855,1329,1,480.7
3315,1856,591,1,1257.15
3316,1856,1877,1,490.46
3317,1857,2086,3,410.6
3318,1857,1193,1,392.66
3319,1858,7,1,312.5
3320,1858,1499,1,214.63
3321,1859,1732,1,890.72
3322,1860,2224,1,325.7
3323,1861,2237,1,290.68
3324,1862,2315,1,317.94
3325,1863,183,2,481.17
3326,1863,468,1,475.12
3327,1863,255,1,1162.72
3328,1864,1335,2,239.02
3329,1864,1265,1,316.66
3330,1865,2230,1,455.03
3331,1865,663,1,296.03
3332,1866,533,2,359.47
3333,1866,905,1,509.65
3334,1867,791,2,743.5
3335,1868,288,1,1017.8
3336,1869,397,1,175.32
3337,1869,1322,1,290.93
3338,1869,2380,1,235.49
3339,1870,1077,2,723.44
3340,1870,1824,1,477.03
3341,1871,2236,1,1176.48
3342,1872,460,1,147.36
3343,1873,336,2,461.22
3344,1873,471,1,1246.86
3345,1874,4,1,491.42
3346,1874,496,1,198.0
3347,1875,1221,1,393.42
3348,1875,1255,1,666.67
3349,1876,19,1,223.9
3350,1877,2358,1,472.59
3351,1877,110,2,174.51
3352,1878,79,1,351.65
3353,1879,1634,1,378.89
3354,1880,837,1,165.34
3355,1880,1720,1,320.95
3356,1881,1008,2,598.13
3357,1881,2343,1,800.9
3358,1881,2368,2,279.75
3359,1882,1121,1,433.45
3360,1882,689,1,383.28
3361,1882,1456,2,188.75
3362,1882,208,1,1259.54
3363,1883,2474,2,321.73
3364,1884,1682,1,680.94
3365,1884,1457,1,181.96
3366,1884,930,1,276.0
3367,1884,2241,2,106.99
3368,1885,2422,1,359.66
3369,1885,1941,1,322.27
3370,1886,1787,1,190.16
3371,1887,1423,1,323.11
3372,1888,494,1,861.45
3373,1889,689,1,296.24
3374,1889,2479,1,628.44
3375,1890,488,1,390.55
3376,1890,1746,1,298.59
3377,1891,1557,1,542.61
3378,1892,1187,1,338.14
3379,1892,518,1,332.34
3380,1893,2354,1,65.45
3381,1894,2362,1,337.85
3382,1895,190,1,339.36
3383,1896,312,2,1450.34
3384,1897,1924,1,350.58
3385,1897,1480,1,691.96
3386,1898,1759,1,285.87
3387,1899,439,1,588.02
3388,1900,975,1,246.55
3389,1900,579,1,944.39
3390,1901,2434,1,310.27
3391,1901,2336,1,833.02
3392,1902,1526,1,379.1
3393,1902,556,1,500.03
3394,1902,1435,2,491.89
3395,1902,1782,1,335.55
3396,1903,1516,2,453.94
3397,1903,1824,1,1001.95
3398,1904,2286,1,873.44
3399,1904,1915,2,537.95
3400,1905,357,1,176.95
3401,1905,1779,3,577.91
3402,1905,2327,2,189.48
3403,1906,313,1,970.62
3404,1906,1147,1,429.03
3405,1907,2189,3,222.82
3406,1908,1113,1,1075.74
3407,1908,1536,2,830.47
3408,1908,203,1,214.92
3409,1909,2080,1,745.0
3410,1910,629,2,390.15
3411,1910,2013,1,212.83
3412,1911,564,1,303.64
3413,1912,2026,1,831.5
3414,1912,1096,2,222.47
3415,1912,2455,1,698.72
3416,1912,1882,1,1325.19
3417,1913,1829,1,363.91
3418,1914,1804,1,213.85
3419,1914,1567,2,824.91
3420,1915,2487,1,409.63
3421,1916,1495,1,169.45
3422,1916,2215,1,495.53
3423,1916,1079,1,446.43
3424,1917,2407,2,452.11
3425,1918,898,1,469.23
3426,1918,897,1,643.02
3427,1918,990,2,361.16
3428,1919,1234,1,167.07
3429,1919,895,1,353.44
3430,1920,1372,1,552.75
3431,1920,2319,1,324.75
3432,1920,2257,1,409.06
3433,1921,1026,1,112.22
3434,1921,610,1,276.1
3435,1922,2329,2,273.39
3436,1922,2497,1,413.93
3437,1923,1538,1,299.35
3438,1923,591,1,146.9
3439,1924,619,2,562.84
3440,1925,1599,1,151.16
3441,1925,195,1,265.25
3442,1926,1237,1,276.62
3443,1926,73,3,302.5
3444,1926,754,2,396.83
3445,1927,396,2,548.3
3446,1927,932,2,165.99
3447,1928,306,1,182.54
3448,1929,767,1,294.3
3449,1930,932,1,338.98
3450,1931,1121,2,1021.91
3451,1931,147,2,843.49
3452,1932,1603,1,148.18
3453,1932,1895,1,770.88
3454,1932,1907,1,978.91
3455,1933,1623,2,1678.18
3456,1933,2482,1,329.62
3457,1934,2215,2,590.79
3458,1935,2353,1,120.23
3459,1936,352,1,395.9
3460,1936,802,1,502.77
3461,1936,2411,1,309.65
3462,1937,2386,1,722.41
3463,1938,1228,1,258.34
3464,1938,1812,1,463.58
3465,1939,1991,1,243.01
3466,1939,2033,1,137.38
3467,1940,299,1,256.66
3468,1940,302,1,952.28
3469,1941,820,2,451.84
3470,1942,1319,1,302.46
3471,1943,1394,1,468.68
3472,1944,2475,1,1258.52
3473,1945,957,2,154.61
3474,1945,83,2,350.57
3475,1946,670,1,481.67
3476,1947,1964,1,320.26
3477,1947,1744,1,315.57
3478,1948,1505,1,275.41
3479,1949,627,2,273.46
3480,1950,1060,1,241.94
3481,1951,322,1,1647.89
3482,1952,2159,2,364.94
3483,1953,418,1,829.25
3484,1954,287,1,241.19
3485,1955,2361,1,374.21
3486,1956,800,2,328.77
3487,1957,10,1,104.12
3488,1957,2453,1,514.04
3489,1957,730,2,261.69
3490,1958,601,1,377.17
3491,1958,2025,1,638.12
3492,1958,1546,2,193.14
3493,1958,2466,3,1266.6
3494,1959,2011,1,375.02
3495,1960,916,2,788.53
3496,1960,672,2,249.81
3497,1960,1771,1,202.9
3498,1961,928,1,568.33
3499,1962,1461,1,190.76
3500,1962,2010,1,337.56
3501,1962,1231,3,256.41
3502,1962,1011,2,346.37
3503,1963,2320,1,470.04
3504,1963,2374,1,401.94
3505,1964,23,1,245.53
3506,1964,987,1,553.96
3507,1965,2482,1,282.15
3508,1965,1772,1,536.16
3509,1965,499,1,254.5
3510,1966,2003,2,305.19
3511,1967,2217,1,295.75
3512,1967,255,2,163.35
3513,1967,1865,1,349.56
3514,1967,1314,2,391.1
3515,1968,667,2,564.42
3516,1969,1231,1,217.66
3517,1969,1306,1,438.01
3518,1969,390,2,602.38
3519,1970,806,1,127.88
3520,1970,382,1,386.93
3521,1971,2131,3,323.05
3522,1972,1960,1,228.22
3523,1973,865,1,348.94
3524,1973,14,2,277.71
3525,1973,2363,1,489.18
3526,1974,2423,1,171.68
3527,1975,684,1,1314.84
3528,1976,1822,1,540.81
3529,1976,546,1,521.84
3530,1976,869,1,196.27
3531,1976,2283,1,111.98
3532,1977,2144,1,377.62
3533,1978,815,1,323.77
3534,1979,1745,2,231.1
3535,1980,752,1,125.72
3536,1980,169,1,301.85
3537,1981,620,2,223.62
3538,1981,258,1,372.46
3539,1981,768,1,317.63
3540,1982,2479,1,1021.64
3541,1982,26,1,329.29
3542,1982,2300,1,478.46
3543,1983,2007,1,771.48
3544,1983,339,1,333.14
3545,1984,1997,1,488.4
3546,1984,456,2,419.5
3547,1985,2394,1,234.34
3548,1985,136,1,176.72
3549,1986,315,1,469.97
3550,1987,1972,2,394.58
3551,1988,302,1,1322.09
3552,1989,289,1,447.98
3553,1989,1802,1,617.99
3554,1989,67,1,510.19
3555,1990,1606,1,262.49
3556,1990,1034,1,1020.18
3557,1990,671,1,183.97
3558,1991,2276,1,335.79
3559,1991,1987,2,299.69
3560,1992,1477,1,484.92
3561,1993,687,1,220.89
3562,1993,1378,1,212.92
3563,1994,1862,1,496.19
3564,1995,656,1,372.84
3565,1995,699,2,602.52
3566,1996,1889,2,311.69
3567,1996,709,1,387.43
3568,1997,547,1,317.58
3569,1998,1171,1,1331.41
3570,1998,1788,2,406.06
3571,1999,623,1,883.03
3572,1999,2133,1,964.57
3573,2000,1033,1,656.93
3574,2001,1342,1,453.63
3575,2002,1956,2,331.21
3576,2002,1323,2,139.28
3577,2002,766,1,528.7
3578,2003,1007,2,189.95
3579,2003,977,3,227.62
3580,2004,1645,1,238.25
3581,2004,1782,1,207.98
3582,2005,748,1,231.99
3583,2006,1954,2,336.2
3584,2007,827,2,305.69
3585,2007,1279,1,204.36
3586,2008,2386,1,198.52
3587,2009,744,1,318.75
3588,2010,629,2,228.75
3589,2011,1719,1,492.73
3590,2012,1702,1,214.4
3591,2012,2182,2,251.67
3592,2013,1393,1,348.75
3593,2014,1539,1,605.72
3594,2015,2224,3,694.36
3595,2016,2155,2,696.53
3596,2016,509,1,995.89
3597,2017,1934,1,370.5
3598,2018,1112,1,599.33
3599,2019,861,1,670.42
3600,2020,613,1,383.73
3601,2020,1386,1,554.53
3602,2021,1463,1,478.79
3603,2021,1562,1,79.3
3604,2022,1195,2,344.04
3605,2023,2289,1,326.52
3606,2024,80,1,287.75
3607,2024,1218,1,738.22
3608,2025,1965,3,383.33
3609,2026,111,1,206.71
3610,2027,1017,1,743.14
3611,2027,839,1,387.37
3612,2028,1327,1,315.79
3613,2028,2171,1,164.07
3614,2028,1633,1,469.39
3615,2029,1324,2,801.53
3616,2029,623,1,163.92
3617,2029,43,1,280.57
3618,2030,2173,3,598.75
3619,2030,704,1,480.75
3620,2030,2436,1,286.04
3621,2031,2063,1,178.8
3622,2032,465,1,268.36
3623,2032,1734,1,797.05
3624,2032,1430,1,509.76
3625,2033,2411,1,309.65
3626,2034,1174,3,526.85
3627,2034,2301,1,533.27
3628,2035,587,2,588.69
3629,2036,1753,1,691.82
3630,2036,587,2,513.78
3631,2037,186,1,413.21
3632,2038,2409,1,127.78
3633,2038,9,1,178.5
3634,2039,1126,2,536.44
3635,2039,441,1,378.42
3636,2039,393,1,268.75
3637,2039,98,1,555.31
3638,2040,933,1,381.85
3639,2040,1664,1,561.54
3640,2040,672,2,555.79
3641,2041,186,3,413.21
3642,2041,2026,2,349.27
3643,2042,1010,2,510.28
3644,2042,1936,1,683.4
3645,2043,705,1,521.94
3646,2043,1351,1,790.67
3647,2043,475,1,194.13
3648,2044,2164,1,537.4
3649,2045,245,1,252.7
3650,2046,1927,1,283.84
3651,2047,2260,2,399.8
3652,2048,1324,1,345.03
3653,2049,1162,1,225.75
3654,2050,299,1,217.64
3655,2050,2445,2,424.81
3656,2050,835,2,319.78
3657,2051,1602,1,277.57
3658,2052,904,1,127.92
3659,2052,2255,1,272.07
3660,2053,1055,1,290.35
3661,2053,1811,2,428.76
3662,2054,914,1,246.01
3663,2054,1580,1,186.67
3664,2055,1613,1,416.57
3665,2056,153,1,1251.56
3666,2057,1920,1,270.47
3667,2058,2041,3,409.28
3668,2059,1586,1,214.8
3669,2059,719,1,241.16
3670,2059,350,1,206.11
3671,2059,573,1,266.87
3672,2060,892,1,375.34
3673,2060,2036,1,435.25
3674,2061,2155,1,427.76
3675,2062,1976,1,609.86
3676,2062,1854,2,394.82
3677,2063,1093,1,305.88
3678,2063,621,1,512.74
3679,2064,682,1,268.32
3680,2065,207,1,295.03
3681,2065,1456,1,379.74
3682,2066,1171,2,752.04
3683,2067,166,1,157.35
3684,2068,226,1,258.14
3685,2069,1585,1,177.87
3686,2069,1367,3,426.35
3687,2070,1848,3,367.41
3688,2070,1851,3,404.12
3689,2070,1001,1,209.52
3690,2071,756,2,1088.96
3691,2071,803,1,101.97
3692,2072,2031,1,430.35
3693,2073,378,1,377.74
3694,2074,1891,2,498.58
3695,2074,1408,1,269.17
3696,2075,590,1,1320.86
3697,2076,1034,1,379.95
3698,2076,2266,2,313.63
3699,2076,696,1,808.23
3700,2076,1229,3,192.94
3701,2077,689,1,212.5
3702,2078,416,1,455.32
3703,2078,1771,2,321.14
3704,2078,643,1,163.48
3705,2079,1136,1,491.26
3706,2080,735,2,537.44
3707,2080,281,3,358.43
3708,2081,2208,2,232.56
3709,2082,2284,1,250.24
3710,2083,891,1,744.25
3711,2084,2470,1,465.74
3712,2084,342,1,529.92
3713,2085,2352,1,676.51
3714,2085,2068,1,393.67
3715,2085,602,1,190.06
3716,2086,2080,1,651.92
3717,2086,278,1,739.79
3718,2087,369,1,379.41
3719,2088,743,1,290.27
3720,2088,91,1,536.63
3721,2088,1544,2,268.98
3722,2089,396,1,171.13
3723,2089,178,2,95.03
3724,2089,2324,1,617.13
3725,2090,1672,2,620.28
3726,2090,1765,1,365.7
3727,2090,941,2,369.05
3728,2091,1448,1,341.76
3729,2092,1961,1,469.24
3730,2093,773,1,85.94
3731,2094,2059,1,238.18
3732,2095,1114,1,285.68
3733,2095,2266,1,355.7
3734,2095,890,1,155.17
3735,2095,264,1,213.92
3736,2096,33,3,1421.0
3737,2096,2154,3,334.61
3738,2097,1012,1,505.72
3739,2097,122,1,219.21
3740,2098,1536,1,298.97
3741,2099,1702,1,254.62
3742,2099,1601,1,362.86
3743,2100,727,1,386.17
3744,2100,1370,1,455.03
3745,2101,2296,1,175.71
3746,2101,359,1,727.72
3747,2102,2085,1,393.42
3748,2103,1048,1,633.21
3749,2104,1804,2,741.61
3750,2104,2471,1,297.07
3751,2105,1653,1,135.68
3752,2106,2091,2,1292.79
3753,2107,562,3,340.07
3754,2107,985,2,578.24
3755,2107,1355,1,147.68
3756,2108,527,1,659.06
3757,2109,2400,1,182.99
3758,2110,476,2,303.69
3759,2111,609,2,698.77
3760,2112,1628,1,511.7
3761,2112,1877,1,363.01
3762,2113,2046,1,430.2
3763,2113,1246,3,871.42
3764,2114,41,1,545.35
3765,2115,2319,1,626.4
3766,2115,200,2,486.73
3767,2116,1851,1,866.28
3768,2117,632,1,381.1
3769,2118,1603,3,445.03
3770,2118,2198,1,283.78
3771,2119,1507,2,444.9
3772,2120,1786,1,280.08
3773,2120,1245,1,278.3
3774,2120,623,1,577.71
3775,2121,340,1,262.38
3776,2121,2329,1,203.72
3777,2121,1734,1,277.14
3778,2121,1396,1,268.23
3779,2122,835,1,420.97
3780,2122,1513,1,321.41
3781,2123,2304,1,623.95
3782,2123,775,3,363.6
3783,2123,584,1,337.79
3784,2124,1837,1,188.1
3785,2124,578,2,542.26
3786,2125,2072,2,475.4
3787,2126,1272,1,180.61
3788,2127,1055,1,617.54
3789,2127,487,1,464.37
3790,2128,2448,1,527.8
3791,2129,1065,2,381.82
3792,2130,2064,1,542.5
3793,2131,2279,1,1346.86
3794,2131,1891,1,975.49
3795,2132,976,1,609.21
3796,2132,161,1,866.63
3797,2133,2191,2,572.47
3798,2133,1781,1,636.39
3799,2134,157,2,277.79
3800,2135,372,1,254.86
3801,2135,1457,1,321.38
3802,2136,1383,1,131.91
3803,2137,1320,1,415.74
3804,2138,2316,1,718.77
3805,2138,2012,1,199.13
3806,2138,599,1,1181.55
3807,2139,798,1,144.3
3808,2140,807,2,1162.71
3809,2141,338,1,377.92
3810,2141,2397,1,570.29
3811,2141,74,1,354.05
3812,2142,813,1,212.27
3813,2142,1070,1,343.17
3814,2143,398,1,383.27
3815,2143,2320,2,432.05
3816,2144,454,1,600.16
3817,2145,2084,1,581.9
3818,2146,1488,1,165.54
3819,2146,1225,3,596.1
3820,2147,1456,1,191.0
3821,2148,1345,1,780.3
3822,2149,996,2,284.62
3823,2150,679,1,672.28
3824,2150,156,2,763.89
3825,2151,2277,1,541.74
3826,2152,1286,2,487.25
3827,2152,1119,2,935.47
3828,2153,623,2,443.03
3829,2153,1094,1,1004.23
3830,2154,906,1,357.0
3831,2155,1043,1,266.78
3832,2155,808,1,440.35
3833,2155,569,1,122.28
3834,2155,352,3,518.56
3835,2156,1964,1,224.03
3836,2156,37,1,344.12
3837,2156,1043,1,300.81
3838,2157,586,1,496.25
3839,2157,1809,1,841.26
3840,2157,1986,1,710.72
3841,2158,1528,1,776.78
3842,2159,844,1,1405.5
3843,2160,881,1,792.73
3844,2161,20,1,436.61
3845,2162,1078,1,862.66
3846,2163,1142,1,193.98
3847,2163,1209,2,599.37
3848,2163,2261,1,460.87
3849,2164,2129,1,1256.05
3850,2165,2244,1,411.39
3851,2166,2250,1,250.98
3852,2166,926,1,480.18
3853,2166,2168,1,590.42
3854,2167,1895,2,365.58
3855,2168,309,1,907.63
3856,2168,2200,1,331.21
3857,2169,1898,1,275.98
3858,2170,67,1,218.32
3859,2170,1627,1,274.23
3860,2170,330,3,584.75
3861,2171,17,2,394.07
3862,2171,260,1,551.27
3863,2171,90,1,369.11
3864,2172,144,1,539.91
3865,2172,2238,2,410.32
3866,2172,556,1,760.88
3867,2173,1129,1,984.49
3868,2174,1526,1,895.78
3869,2174,1692,1,727.11
3870,2175,803,2,420.11
3871,2176,1696,1,338.05
3872,2177,587,1,757.56
3873,2178,1578,3,402.87
3874,2178,741,2,330.26
3875,2179,1695,1,391.61
3876,2180,2226,1,97.35
3877,2180,1710,1,1088.48
3878,2181,2382,1,235.65
3879,2182,1879,1,514.23
3880,2182,2147,2,124.1
3881,2182,780,1,92.3
3882,2183,2278,1,1113.54
3883,2183,2033,1,431.94
3884,2184,344,1,660.37
3885,2185,2066,2,769.22
3886,2185,777,1,233.95
3887,2186,1009,1,645.17
3888,2187,14,1,671.82
3889,2188,2247,2,310.49
3890,2189,1209,1,350.91
3891,2189,1965,2,468.81
3892,2189,799,2,172.14
3893,2189,52,2,439.23
3894,2190,1349,1,203.71
3895,2190,313,1,798.06
3896,2191,1737,1,472.28
3897,2192,2305,1,372.34
3898,2192,1349,1,661.95
3899,2192,2315,1,145.31
3900,2193,1261,1,668.67
3901,2194,1697,1,424.66
3902,2195,1664,2,449.23
3903,2195,765,2,302.05
3904,2196,1038,1,548.88
3905,2197,2111,1,331.32
3906,2198,1677,1,265.29
3907,2199,1817,1,574.98
3908,2199,2087,1,532.52
3909,2200,1935,1,220.61
3910,2201,1143,2,296.74
3911,2201,241,1,592.53
3912,2201,2228,1,279.88
3913,2202,184,2,148.03
3914,2203,2093,1,360.21
3915,2204,711,2,528.65
3916,2205,2208,1,264.07
3917,2206,1973,1,817.03
3918,2206,1494,1,599.95
3919,2206,2266,2,468.52
3920,2207,1761,3,248.59
3921,2207,2366,1,430.01
3922,2207,861,1,174.78
3923,2207,1052,1,431.96
3924,2208,1111,2,101.06
3925,2208,1038,1,394.81
3926,2208,160,2,331.95
3927,2209,418,2,677.05
3928,2210,833,1,821.92
3929,2210,183,1,221.75
3930,2211,1787,1,161.36
3931,2212,11,1,349.23
3932,2213,2486,1,324.53
3933,2213,571,1,324.32
3934,2214,962,1,366.2
3935,2214,711,1,441.78
3936,2214,2483,1,251.04
3937,2215,768,2,2556.64
3938,2216,1387,1,524.82
3939,2217,308,1,454.1
3940,2217,808,1,440.35
3941,2217,349,3,236.84
3942,2218,2109,1,969.76
3943,2218,1656,1,273.23
3944,2218,931,1,457.11
3945,2218,815,2,130.3
3946,2219,1083,1,644.65
3947,2220,2250,1,560.22
3948,2220,955,1,564.06
3949,2221,2273,1,775.36
3950,2221,35,1,473.67
3951,2222,866,1,727.37
3952,2222,1199,2,1076.45
3953,2222,2402,1,179.82
3954,2223,2096,1,379.16
3955,2224,2112,1,366.5
3956,2224,173,1,216.43
3957,2225,2354,1,553.54
3958,2225,812,1,574.6
3959,2226,2251,1,309.79
3960,2227,266,3,360.48
3961,2228,234,1,546.52
3962,2229,754,1,578.87
3963,2230,1303,1,364.64
3964,2230,913,1,767.44
3965,2230,99,1,489.1
3966,2230,165,1,300.06
3967,2231,545,1,749.14
3968,2231,1694,2,398.3
3969,2232,1574,1,302.09
3970,2233,346,1,1470.92
3971,2233,2026,1,396.27
3972,2233,1320,3,526.69
3973,2233,2273,1,307.17
3974,2234,165,1,259.12
3975,2235,326,1,186.01
3976,2236,16,1,380.48
3977,2237,2123,1,617.62
3978,2237,1967,1,204.75
3979,2238,159,1,600.59
3980,2238,1948,1,608.03
3981,2239,1977,1,395.05
3982,2239,2291,1,105.7
3983,2240,904,1,199.05
3984,2240,1424,1,835.67
3985,2240,1213,1,128.32
3986,2241,2209,1,501.91
3987,2241,1747,2,410.28
3988,2242,1768,1,860.04
3989,2242,623,1,889.73
3990,2242,1390,1,856.46
3991,2243,2166,2,120.6
3992,2244,983,2,538.59
3993,2244,1660,1,506.36
3994,2244,777,1,233.95
3995,2244,2361,1,94.65
3996,2245,1368,1,265.16
3997,2246,1143,2,198.12
3998,2246,994,1,242.51
3999,2246,1720,1,585.81
4000,2247,2046,1,432.45
4001,2247,1875,1,705.68
4002,2247,229,1,361.44
4003,2248,1715,1,522.72
4004,2248,2281,1,694.38
4005,2249,2086,1,802.3
4006,2249,616,1,133.93
4007,2250,2420,1,619.51
4008,2251,567,1,428.42
4009,2251,860,2,212.82
4010,2252,318,1,177.54
4011,2253,1366,2,808.07
4012,2254,2076,2,126.46
4013,2254,1160,1,340.23
4014,2255,1729,1,355.31
4015,2256,985,1,214.3
4016,2256,1332,1,560.51
4017,2256,2439,1,105.32
4018,2257,47,1,496.12
4019,2257,330,3,260.33
4020,2258,1371,1,554.82
4021,2258,2020,1,162.76
4022,2259,544,1,325.43
4023,2260,2391,1,691.23
4024,2260,1205,1,278.49
4025,2261,661,2,427.06
4026,2261,438,1,601.24
4027,2261,2396,1,734.55
4028,2262,1171,1,669.58
4029,2262,154,1,580.22
4030,2263,1543,1,421.98
4031,2263,2342,1,354.18
4032,2264,1244,1,265.51
4033,2265,1974,1,239.96
4034,2266,877,1,377.04
4035,2267,2346,2,830.01
4036,2267,2134,1,483.28
4037,2268,2221,1,301.41
4038,2268,1464,1,537.01
4039,2268,764,1,460.44
4040,2269,3,1,252.03
4041,2269,243,2,672.03
4042,2270,70,1,649.3
4043,2271,897,1,733.34
4044,2271,1546,1,363.96
4045,2271,2123,1,672.16
4046,2271,155,1,169.88
4047,2272,1065,2,273.72
4048,2272,2317,1,776.63
4049,2272,183,1,405.13
4050,2272,1693,1,628.74
4051,2273,1157,1,345.62
4052,2273,585,1,472.08
4053,2274,1136,2,390.01
4054,2275,9,1,236.95
4055,2275,2426,1,1170.49
4056,2275,1500,1,550.8
4057,2275,2408,2,148.16
4058,2276,2116,1,297.52
4059,2276,1044,1,380.59
4060,2277,1626,1,497.8
4061,2278,1831,3,505.09
4062,2279,1598,1,625.35
4063,2279,2026,1,507.51
4064,2279,232,2,370.65
4065,2280,1352,3,396.12
4066,2281,1668,1,210.91
4067,2281,1881,1,241.39
4068,2282,2218,1,305.65
4069,2282,1462,1,471.38
4070,2282,2173,1,519.68
4071,2283,2007,1,611.52
4072,2284,195,1,778.71
4073,2285,296,3,307.37
4074,2286,1664,1,254.7
4075,2286,947,1,329.29
4076,2286,2372,2,265.84
4077,2286,1822,2,189.83
4078,2287,2458,3,249.43
4079,2287,911,1,502.25
4080,2288,300,1,133.79
4081,2288,919,1,386.65
4082,2289,461,1,235.6
4083,2290,1453,2,568.21
4084,2290,2072,2,545.7
4085,2291,1600,1,980.49
4086,2292,1741,2,475.76
4087,2293,475,1,277.18
4088,2294,2458,3,697.07
4089,2295,1513,1,398.66
4090,2295,1493,1,426.2
4091,2296,1422,3,282.5
4092,2296,670,1,509.92
4093,2296,876,3,260.96
4094,2297,2353,3,122.52
4095,2297,1532,1,630.7
4096,2298,1581,2,474.42
4097,2299,604,1,428.44
4098,2299,959,1,766.85
4099,2300,1705,1,902.57
4100,2301,1111,3,187.12
4101,2302,1065,2,653.55
4102,2302,1815,1,761.35
4103,2302,1405,2,539.47
4104,2303,1016,1,504.37
4105,2304,1756,1,666.75
4106,2304,888,2,307.92
4107,2305,89,1,393.53
4108,2305,2040,1,576.03
4109,2305,1572,1,741.03
4110,2306,942,2,346.78
4111,2306,1430,1,110.62
4112,2306,846,1,205.21
4113,2307,1797,1,294.9
4114,2307,450,1,575.62
4115,2308,1874,1,373.69
4116,2308,762,1,633.57
4117,2309,1320,1,368.33
4118,2310,1709,1,472.56
4119,2311,630,1,619.39
4120,2312,127,1,418.73
4121,2313,1076,1,515.25
4122,2313,738,1,204.54
4123,2314,627,2,193.65
4124,2314,1618,2,1235.15
4125,2314,898,3,145.02
4126,2315,969,3,206.03
4127,2316,2042,1,279.15
4128,2317,494,1,718.79
4129,2317,430,1,385.12
4130,2317,422,1,449.93
4131,2318,1771,1,346.48
4132,2319,2443,1,275.62
4133,2320,2268,1,437.16
4134,2320,1676,1,660.7
4135,2321,419,1,95.54
4136,2322,1560,1,387.56
