product_id,supplier_id,product_name,category,subcategory,cost_price,mrp,commission_percent
369,56,Kurtis 369,Fashion,Kurtis,1170.25,1645.02,16.46
370,102,Kids Wear 370,Fashion,Kids Wear,316.5,450.02,16.94
371,96,T-Shirts 371,Fashion,T-Shirts,672.06,1726.61,8.38
372,144,Sarees 372,Fashion,Sarees,823.48,1439.12,22.84
373,51,Mens Casual 373,Fashion,Mens Casual,1239.62,1882.21,13.21
374,67,Kurtis 374,Fashion,Kurtis,236.76,420.99,21.02
375,125,Kurtis 375,Fashion,Kurtis,232.65,420.16,12.94
376,132,Kids Wear 376,Fashion,Kids Wear,383.31,918.39,10.14
377,92,Kurtis 377,Fashion,Kurtis,489.96,808.94,10.33
378,102,Kids Wear 378,Fashion,Kids Wear,347.89,778.52,6.75
379,47,T-Shirts 379,Fashion,T-Shirts,1022.66,1856.0,16.8
380,75,Kurtis 380,Fashion,Kurtis,1525.63,3746.33,18.69
381,126,Womens Ethnic 381,Fashion,Womens Ethnic,276.23,470.9,21.04
382,126,Kids Wear 382,Fashion,Kids Wear,884.9,1588.26,9.63
383,71,T-Shirts 383,Fashion,T-Shirts,875.21,1711.78,19.7
384,118,Kurtis 384,Fashion,Kurtis,186.95,482.24,15.61
385,100,Kurtis 385,Fashion,Kurtis,640.85,1530.0,23.58
386,60,Kids Wear 386,Fashion,Kids Wear,1085.94,2752.82,16.97
387,52,Womens Ethnic 387,Fashion,Womens Ethnic,1430.06,2055.83,19.92
388,103,Kids Wear 388,Fashion,Kids Wear,155.68,305.78,15.75
389,133,T-Shirts 389,Fashion,T-Shirts,1095.34,2746.03,21.57
390,128,Womens Ethnic 390,Fashion,Womens Ethnic,612.81,938.46,23.39
391,55,Kids Wear 391,Fashion,Kids Wear,841.25,1822.95,6.57
392,129,T-Shirts 392,Fashion,T-Shirts,1652.0,3908.86,17.88
393,18,Kurtis 393,Fashion,Kurtis,886.61,1724.2,18.19
394,26,Sarees 394,Fashion,Sarees,1720.85,3599.0,12.97
395,64,Kurtis 395,Fashion,Kurtis,897.16,1505.36,11.55
396,85,Womens Ethnic 396,Fashion,Womens Ethnic,319.44,548.3,13.91
397,29,Kurtis 397,Fashion,Kurtis,1660.89,3161.5,22.94
398,41,Sarees 398,Fashion,Sarees,670.52,1322.58,15.89
399,31,Womens Ethnic 399,Fashion,Womens Ethnic,1049.42,1649.99,8.99
400,137,Sarees 400,Fashion,Sarees,1393.68,2994.39,15.16
401,150,T-Shirts 401,Fashion,T-Shirts,396.54,829.94,7.15
402,26,Sarees 402,Fashion,Sarees,163.4,332.65,18.94
403,86,Kids Wear 403,Fashion,Kids Wear,1258.01,2606.99,21.76
404,72,Mens Casual 404,Fashion,Mens Casual,901.53,1507.62,9.86
405,95,Sarees 405,Fashion,Sarees,461.38,939.16,16.18
406,112,Sarees 406,Fashion,Sarees,156.62,373.68,19.52
407,25,Kids Wear 407,Fashion,Kids Wear,548.85,1236.0,10.88
408,70,Kids Wear 408,Fashion,Kids Wear,123.81,182.12,6.65
409,62,Sarees 409,Fashion,Sarees,740.91,1077.4,19.94
410,11,Womens Ethnic 410,Fashion,Womens Ethnic,205.54,392.04,14.0
411,135,Kurtis 411,Fashion,Kurtis,936.93,1968.65,19.33
412,85,Mens Casual 412,Fashion,Mens Casual,1351.4,2708.16,19.48
413,69,Kids Wear 413,Fashion,Kids Wear,378.5,949.55,10.66
414,39,Kurtis 414,Fashion,Kurtis,1314.79,2749.05,22.13
415,123,Kids Wear 415,Fashion,Kids Wear,313.04,758.57,18.41
416,83,Sarees 416,Fashion,Sarees,805.21,1923.5,23.85
417,119,Sarees 417,Fashion,Sarees,1351.04,2485.2,21.05
418,63,T-Shirts 418,Fashion,T-Shirts,1763.67,3880.77,23.19
419,83,Sarees 419,Fashion,Sarees,1648.44,4108.42,9.38
420,15,Kurtis 420,Fashion,Kurtis,1371.36,2155.02,20.33
421,143,T-Shirts 421,Fashion,T-Shirts,1475.06,2878.59,11.83
422,28,T-Shirts 422,Fashion,T-Shirts,794.19,1843.65,14.56
423,41,Mens Casual 423,Fashion,Mens Casual,1297.08,2216.22,12.3
424,26,Womens Ethnic 424,Fashion,Womens Ethnic,198.53,306.75,13.36
425,38,Sarees 425,Fashion,Sarees,1542.49,3019.91,14.65
426,115,Womens Ethnic 426,Fashion,Womens Ethnic,855.54,2214.77,16.36
427,113,T-Shirts 427,Fashion,T-Shirts,1354.77,2658.68,13.74
428,76,T-Shirts 428,Fashion,T-Shirts,1728.57,2439.23,9.21
429,7,T-Shirts 429,Fashion,T-Shirts,890.31,1854.84,18.38
430,125,Mens Casual 430,Fashion,Mens Casual,979.69,2111.12,22.35
431,43,Sarees 431,Fashion,Sarees,895.92,1399.96,21.27
432,80,Sarees 432,Fashion,Sarees,178.2,407.35,10.44
433,60,Womens Ethnic 433,Fashion,Womens Ethnic,785.73,2027.83,16.34
434,70,Kids Wear 434,Fashion,Kids Wear,977.26,2535.73,21.94
435,73,Mens Casual 435,Fashion,Mens Casual,683.58,1001.45,12.91
436,12,Sarees 436,Fashion,Sarees,1781.23,3588.91,18.28
437,28,Sarees 437,Fashion,Sarees,1162.2,2172.08,11.76
438,48,T-Shirts 438,Fashion,T-Shirts,709.55,1557.99,13.07
439,121,Womens Ethnic 439,Fashion,Womens Ethnic,519.1,745.12,10.08
440,15,Mens Casual 440,Fashion,Mens Casual,379.94,883.35,20.68
441,104,T-Shirts 441,Fashion,T-Shirts,845.69,1629.53,23.46
442,46,Kids Wear 442,Fashion,Kids Wear,1222.05,2186.48,11.0
443,106,T-Shirts 443,Fashion,T-Shirts,1752.35,2692.84,23.6
444,43,Kids Wear 444,Fashion,Kids Wear,491.71,820.37,23.01
445,120,Kurtis 445,Fashion,Kurtis,1372.3,3425.51,15.9
446,62,Womens Ethnic 446,Fashion,Womens Ethnic,734.36,1811.93,23.57
447,58,Kurtis 447,Fashion,Kurtis,173.8,312.76,9.36
448,143,Mens Casual 448,Fashion,Mens Casual,755.32,1788.41,19.63
449,86,T-Shirts 449,Fashion,T-Shirts,1060.95,1862.96,20.98
450,8,Mens Casual 450,Fashion,Mens Casual,806.72,1434.64,13.93
451,128,T-Shirts 451,Fashion,T-Shirts,704.27,1294.78,6.15
452,144,Mens Casual 452,Fashion,Mens Casual,1166.46,2155.83,13.17
453,24,Sarees 453,Fashion,Sarees,1614.33,2777.17,8.28
454,150,Mens Casual 454,Fashion,Mens Casual,697.37,1540.04,21.07
455,45,T-Shirts 455,Fashion,T-Shirts,1037.55,1992.95,22.79
456,103,Kids Wear 456,Fashion,Kids Wear,1063.01,2249.37,10.44
457,48,Sarees 457,Fashion,Sarees,161.93,301.1,12.03
458,115,Kids Wear 458,Fashion,Kids Wear,225.69,339.63,18.51
459,122,Kids Wear 459,Fashion,Kids Wear,246.93,519.06,21.79
460,45,Kids Wear 460,Fashion,Kids Wear,1107.78,1840.53,14.18
461,86,Mens Casual 461,Fashion,Mens Casual,568.76,1388.89,15.54
462,127,Womens Ethnic 462,Fashion,Womens Ethnic,1243.98,2673.68,13.62
463,107,Mens Casual 463,Fashion,Mens Casual,308.16,778.26,19.74
464,82,Sarees 464,Fashion,Sarees,585.75,1084.84,8.68
465,86,T-Shirts 465,Fashion,T-Shirts,1471.61,2822.31,10.47
466,67,Mens Casual 466,Fashion,Mens Casual,334.21,738.66,22.25
467,25,Sarees 467,Fashion,Sarees,185.73,410.8,23.64
468,28,Womens Ethnic 468,Fashion,Womens Ethnic,300.11,610.31,9.02
469,138,T-Shirts 469,Fashion,T-Shirts,863.78,1847.2,10.9
470,65,Kurtis 470,Fashion,Kurtis,1129.83,2893.41,10.43
471,31,Kids Wear 471,Fashion,Kids Wear,1050.39,2433.93,20.57
472,64,Sarees 472,Fashion,Sarees,985.75,1956.75,6.15
473,132,Womens Ethnic 473,Fashion,Womens Ethnic,995.61,1415.5,15.75
474,131,Kurtis 474,Fashion,Kurtis,1141.48,1614.4,6.75
475,73,Womens Ethnic 475,Fashion,Womens Ethnic,569.85,929.49,18.82
476,29,Womens Ethnic 476,Fashion,Womens Ethnic,691.06,995.12,18.51
477,57,Womens Ethnic 477,Fashion,Womens Ethnic,689.69,1777.41,12.14
478,111,T-Shirts 478,Fashion,T-Shirts,990.6,2365.87,20.59
479,28,Kurtis 479,Fashion,Kurtis,1111.7,2403.18,20.0
480,146,Womens Ethnic 480,Fashion,Womens Ethnic,283.32,635.2,11.46
481,20,Womens Ethnic 481,Fashion,Womens Ethnic,1614.71,4122.29,8.89
482,109,Kids Wear 482,Fashion,Kids Wear,1641.61,4194.89,19.96
483,89,Mens Casual 483,Fashion,Mens Casual,969.61,1530.86,16.19
484,118,Mens Casual 484,Fashion,Mens Casual,786.19,1250.38,20.73
485,68,Kids Wear 485,Fashion,Kids Wear,1164.78,2781.85,16.53
486,45,T-Shirts 486,Fashion,T-Shirts,1336.96,2832.46,13.0
487,21,Kurtis 487,Fashion,Kurtis,369.71,626.15,19.03
488,91,Kids Wear 488,Fashion,Kids Wear,1371.75,2528.59,14.92
489,126,Womens Ethnic 489,Fashion,Womens Ethnic,1395.14,2607.37,21.31
490,74,Kurtis 490,Fashion,Kurtis,1181.29,1953.02,23.64
491,61,Kurtis 491,Fashion,Kurtis,700.21,1028.47,22.69
492,26,Kurtis 492,Fashion,Kurtis,1254.69,2352.93,13.16
493,145,Kids Wear 493,Fashion,Kids Wear,186.3,347.03,21.8
494,33,Mens Casual 494,Fashion,Mens Casual,1454.44,2263.43,21.25
495,70,Womens Ethnic 495,Fashion,Womens Ethnic,912.56,1439.38,22.08
496,25,Kurtis 496,Fashion,Kurtis,1661.33,3094.49,22.5
497,146,Sarees 497,Fashion,Sarees,285.88,474.87,12.55
498,102,Kids Wear 498,Fashion,Kids Wear,943.21,1683.36,8.13
499,130,T-Shirts 499,Fashion,T-Shirts,142.38,254.5,9.6
500,133,Mens Casual 500,Fashion,Mens Casual,644.65,1648.52,9.95
501,37,Kids Wear 501,Fashion,Kids Wear,1184.26,2973.22,18.16
502,140,Sarees 502,Fashion,Sarees,985.13,1796.33,22.7
503,99,Womens Ethnic 503,Fashion,Womens Ethnic,1110.38,1574.76,12.71
504,107,Kurtis 504,Fashion,Kurtis,449.52,829.16,20.58
505,62,Sarees 505,Fashion,Sarees,851.79,1359.35,13.46
506,88,Mens Casual 506,Fashion,Mens Casual,259.28,417.14,10.15
507,89,Kids Wear 507,Fashion,Kids Wear,326.25,537.34,23.37
508,9,T-Shirts 508,Fashion,T-Shirts,1783.41,4283.81,8.9
509,117,Mens Casual 509,Fashion,Mens Casual,1621.95,2305.27,14.95
510,145,T-Shirts 510,Fashion,T-Shirts,1754.91,3342.39,11.33
511,147,Womens Ethnic 511,Fashion,Womens Ethnic,344.31,641.76,11.15
512,55,Sarees 512,Fashion,Sarees,494.99,909.65,11.0
513,19,T-Shirts 513,Fashion,T-Shirts,593.55,1006.69,6.55
514,32,Mens Casual 514,Fashion,Mens Casual,432.95,729.95,20.89
515,120,Sarees 515,Fashion,Sarees,1527.8,3511.03,21.42
516,125,T-Shirts 516,Fashion,T-Shirts,203.89,389.32,23.27
517,35,Kids Wear 517,Fashion,Kids Wear,910.77,1981.0,19.52
518,16,T-Shirts 518,Fashion,T-Shirts,1676.89,2507.57,11.31
519,120,Kurtis 519,Fashion,Kurtis,507.17,862.39,21.23
520,140,Mens Casual 520,Fashion,Mens Casual,782.39,1839.26,14.05
521,89,T-Shirts 521,Fashion,T-Shirts,919.14,1971.6,17.6
522,73,Mens Casual 522,Fashion,Mens Casual,1575.69,3618.37,8.56
523,34,Kids Wear 523,Fashion,Kids Wear,475.73,795.03,8.41
524,123,Mens Casual 524,Fashion,Mens Casual,724.94,1679.69,14.12
525,115,Mens Casual 525,Fashion,Mens Casual,886.06,1508.7,18.14
526,134,Womens Ethnic 526,Fashion,Womens Ethnic,396.96,606.55,15.46
527,73,Kids Wear 527,Fashion,Kids Wear,433.66,659.06,15.47
528,97,Sarees 528,Fashion,Sarees,1792.07,2997.65,9.41
529,137,Mens Casual 529,Fashion,Mens Casual,1098.49,2060.2,14.81
530,5,Kurtis 530,Fashion,Kurtis,1586.94,2557.54,19.65
531,144,T-Shirts 531,Fashion,T-Shirts,599.41,1077.42,10.44
532,115,T-Shirts 532,Fashion,T-Shirts,964.99,2038.9,19.55
533,63,Womens Ethnic 533,Fashion,Womens Ethnic,1599.17,3344.62,18.28
534,14,Mens Casual 534,Fashion,Mens Casual,1004.06,1696.48,8.7
535,108,Kids Wear 535,Fashion,Kids Wear,641.62,960.8,18.83
536,75,T-Shirts 536,Fashion,T-Shirts,1204.28,2541.59,13.41
537,18,Sarees 537,Fashion,Sarees,1203.34,2443.27,15.36
538,107,Kurtis 538,Fashion,Kurtis,988.19,1898.73,19.43
539,84,Womens Ethnic 539,Fashion,Womens Ethnic,1586.82,3877.67,17.13
540,150,Kids Wear 540,Fashion,Kids Wear,1430.85,2566.42,8.43
541,113,Womens Ethnic 541,Fashion,Womens Ethnic,312.81,648.25,9.11
542,23,T-Shirts 542,Fashion,T-Shirts,678.08,1462.24,17.14
543,109,Sarees 543,Fashion,Sarees,479.12,951.0,8.48
544,150,T-Shirts 544,Fashion,T-Shirts,450.46,1125.4,12.82
545,127,Kids Wear 545,Fashion,Kids Wear,610.66,1558.36,18.22
546,40,Kurtis 546,Fashion,Kurtis,264.3,521.84,20.58
547,32,Mens Casual 547,Fashion,Mens Casual,154.15,317.58,6.42
548,130,Womens Ethnic 548,Fashion,Womens Ethnic,283.66,484.1,20.71
549,47,T-Shirts 549,Fashion,T-Shirts,819.24,1203.67,11.76
550,28,Kids Wear 550,Fashion,Kids Wear,940.58,1978.42,10.56
551,145,Kurtis 551,Fashion,Kurtis,1408.93,3259.4,18.59
552,4,Sarees 552,Fashion,Sarees,284.9,637.25,17.95
553,91,Womens Ethnic 553,Fashion,Womens Ethnic,122.63,210.7,15.27
554,45,Sarees 554,Fashion,Sarees,1632.35,2819.85,14.71
555,101,T-Shirts 555,Fashion,T-Shirts,1631.68,2858.05,13.62
556,133,T-Shirts 556,Fashion,T-Shirts,1227.51,2630.54,9.57
557,117,Womens Ethnic 557,Fashion,Womens Ethnic,1715.75,3113.05,8.24
558,47,Sarees 558,Fashion,Sarees,380.88,684.92,17.75
559,84,Kids Wear 559,Fashion,Kids Wear,465.53,1178.54,10.18
560,124,Sarees 560,Fashion,Sarees,898.34,1985.88,14.96
561,34,Mens Casual 561,Fashion,Mens Casual,541.16,1226.6,12.98
562,13,Kids Wear 562,Fashion,Kids Wear,1013.81,2005.85,9.72
563,113,Womens Ethnic 563,Fashion,Womens Ethnic,135.25,304.4,16.79
564,20,Kids Wear 564,Fashion,Kids Wear,121.7,303.64,17.33
565,8,T-Shirts 565,Fashion,T-Shirts,1174.62,2867.18,23.2
566,148,Sarees 566,Fashion,Sarees,263.37,577.42,16.73
567,101,Sarees 567,Fashion,Sarees,1535.18,3984.93,21.97
568,70,Sarees 568,Fashion,Sarees,1135.14,2266.92,14.54
569,44,T-Shirts 569,Fashion,T-Shirts,271.37,418.9,11.22
570,63,Mens Casual 570,Fashion,Mens Casual,738.66,1409.24,20.09
571,51,T-Shirts 571,Fashion,T-Shirts,204.7,324.32,12.96
572,93,Kurtis 572,Fashion,Kurtis,744.48,1171.28,11.87
573,126,Sarees 573,Fashion,Sarees,1342.45,3312.29,9.72
574,24,T-Shirts 574,Fashion,T-Shirts,137.67,352.92,19.43
575,58,T-Shirts 575,Fashion,T-Shirts,958.69,1943.37,17.74
576,69,Kids Wear 576,Fashion,Kids Wear,1483.64,3574.63,23.05
577,19,Sarees 577,Fashion,Sarees,1378.6,3526.68,9.3
578,53,Sarees 578,Fashion,Sarees,268.12,571.44,17.81
579,147,T-Shirts 579,Fashion,T-Shirts,1685.82,2577.25,13.11
580,66,Sarees 580,Fashion,Sarees,680.69,1523.14,10.01
581,87,Womens Ethnic 581,Fashion,Womens Ethnic,1099.56,1623.35,13.08
582,101,Sarees 582,Fashion,Sarees,485.76,689.69,9.62
583,14,Mens Casual 583,Fashion,Mens Casual,1314.49,2026.61,12.46
584,131,Womens Ethnic 584,Fashion,Womens Ethnic,773.25,1134.96,14.32
585,15,T-Shirts 585,Fashion,T-Shirts,1741.29,4129.95,21.68
586,94,Kurtis 586,Fashion,Kurtis,301.6,496.25,19.77
587,122,Mens Casual 587,Fashion,Mens Casual,1587.72,3533.3,19.48
588,94,T-Shirts 588,Fashion,T-Shirts,1180.08,2507.93,22.76
589,82,Sarees 589,Fashion,Sarees,1668.81,4112.29,16.45
590,16,Kurtis 590,Fashion,Kurtis,779.51,1522.36,12.02
591,10,Kids Wear 591,Fashion,Kids Wear,988.27,2077.07,14.54
592,99,Mens Casual 592,Fashion,Mens Casual,1284.9,3217.29,16.96
593,141,Kurtis 593,Fashion,Kurtis,1683.15,3014.17,9.3
594,147,Sarees 594,Fashion,Sarees,135.9,297.38,10.45
595,33,T-Shirts 595,Fashion,T-Shirts,1506.63,2492.83,13.04
596,108,Kurtis 596,Fashion,Kurtis,447.66,1064.73,6.35
597,138,Womens Ethnic 597,Fashion,Womens Ethnic,539.52,1245.97,11.17
598,35,Kids Wear 598,Fashion,Kids Wear,959.53,1439.59,19.35
599,96,Womens Ethnic 599,Fashion,Womens Ethnic,1004.19,1614.07,7.14
600,22,Kurtis 600,Fashion,Kurtis,713.37,1352.84,14.51
601,143,T-Shirts 601,Fashion,T-Shirts,1779.33,3269.53,16.8
602,34,Mens Casual 602,Fashion,Mens Casual,489.79,902.35,18.43
603,112,Kids Wear 603,Fashion,Kids Wear,1054.71,2322.28,9.51
604,46,T-Shirts 604,Fashion,T-Shirts,374.29,590.41,16.95
605,37,Mens Casual 605,Fashion,Mens Casual,1459.6,2668.41,15.78
606,96,Sarees 606,Fashion,Sarees,1005.62,2008.65,19.07
607,105,Mens Casual 607,Fashion,Mens Casual,709.26,1763.6,11.41
608,128,Mens Casual 608,Fashion,Mens Casual,809.7,1778.93,10.79
609,117,Kids Wear 609,Fashion,Kids Wear,1255.49,2241.24,18.32
610,32,Kurtis 610,Fashion,Kurtis,532.25,1229.41,23.98
611,140,Kids Wear 611,Fashion,Kids Wear,1339.64,1954.72,6.88
612,80,Kurtis 612,Fashion,Kurtis,926.71,1745.69,20.74
613,87,Kids Wear 613,Fashion,Kids Wear,1380.28,3169.96,15.77
614,28,T-Shirts 614,Fashion,T-Shirts,140.12,285.25,6.03
615,108,T-Shirts 615,Fashion,T-Shirts,1054.18,2336.61,14.76
616,128,Sarees 616,Fashion,Sarees,1470.24,2517.04,13.83
617,141,Kurtis 617,Fashion,Kurtis,476.4,970.75,23.19
618,76,Sarees 618,Fashion,Sarees,445.69,829.39,13.0
619,77,Kids Wear 619,Fashion,Kids Wear,526.96,876.39,20.71
620,59,Sarees 620,Fashion,Sarees,584.52,1221.0,9.58
621,40,Sarees 621,Fashion,Sarees,1089.62,2650.77,20.28
622,129,T-Shirts 622,Fashion,T-Shirts,843.08,2083.28,8.06
623,125,Womens Ethnic 623,Fashion,Womens Ethnic,699.48,1131.47,11.22
624,74,Kurtis 624,Fashion,Kurtis,1608.59,3214.74,23.76
625,75,Womens Ethnic 625,Fashion,Womens Ethnic,662.86,1058.92,6.16
626,107,T-Shirts 626,Fashion,T-Shirts,126.56,249.06,6.48
627,110,Sarees 627,Fashion,Sarees,1572.02,3411.15,8.95
628,125,Womens Ethnic 628,Fashion,Womens Ethnic,573.06,1455.21,14.12
629,82,Sarees 629,Fashion,Sarees,754.45,1574.21,16.45
630,77,Kurtis 630,Fashion,Kurtis,1055.17,2033.21,14.72
631,53,T-Shirts 631,Fashion,T-Shirts,509.5,979.77,17.05
632,116,T-Shirts 632,Fashion,T-Shirts,1008.25,1835.11,20.51
633,89,Kurtis 633,Fashion,Kurtis,1375.81,3053.78,22.26
634,138,Kids Wear 634,Fashion,Kids Wear,880.51,1491.31,10.56
635,100,Kids Wear 635,Fashion,Kids Wear,563.43,1324.72,7.16
636,47,Sarees 636,Fashion,Sarees,528.51,1097.92,12.1
637,61,Kids Wear 637,Fashion,Kids Wear,922.15,1825.9,13.89
638,71,Mens Casual 638,Fashion,Mens Casual,253.32,422.21,15.27
639,19,Sarees 639,Fashion,Sarees,740.24,1837.98,20.14
640,145,Kurtis 640,Fashion,Kurtis,256.72,528.31,20.99
641,138,Sarees 641,Fashion,Sarees,677.95,1350.02,21.27
642,11,Mens Casual 642,Fashion,Mens Casual,333.08,541.21,17.51
643,4,Womens Ethnic 643,Fashion,Womens Ethnic,1662.48,2973.22,11.75
644,98,Kids Wear 644,Fashion,Kids Wear,1362.26,2623.41,11.8
645,146,Kids Wear 645,Fashion,Kids Wear,597.76,1068.21,7.21
646,75,Mens Casual 646,Fashion,Mens Casual,585.78,1470.7,13.36
647,35,T-Shirts 647,Fashion,T-Shirts,1362.17,2674.24,9.39
648,15,Mens Casual 648,Fashion,Mens Casual,534.9,1315.86,19.95
649,50,Sarees 649,Fashion,Sarees,684.87,1124.98,21.78
650,150,Kids Wear 650,Fashion,Kids Wear,1149.05,2259.91,18.07
651,41,Womens Ethnic 651,Fashion,Womens Ethnic,1078.14,2799.97,15.07
652,1,T-Shirts 652,Fashion,T-Shirts,1302.6,2752.78,15.46
653,121,Kurtis 653,Fashion,Kurtis,941.18,2028.29,15.08
654,122,Kurtis 654,Fashion,Kurtis,365.78,820.03,23.72
655,13,Sarees 655,Fashion,Sarees,1551.26,2962.76,16.58
656,132,Sarees 656,Fashion,Sarees,885.5,1857.12,19.05
657,146,Sarees 657,Fashion,Sarees,1540.51,2918.19,14.99
658,84,Kurtis 658,Fashion,Kurtis,1792.89,3592.76,22.74
659,75,Womens Ethnic 659,Fashion,Womens Ethnic,1448.82,3339.38,10.99
660,36,Kids Wear 660,Fashion,Kids Wear,1231.76,2380.29,16.81
661,7,Mens Casual 661,Fashion,Mens Casual,1707.86,4224.66,18.35
662,47,Womens Ethnic 662,Fashion,Womens Ethnic,1680.85,3587.92,18.42
663,133,Mens Casual 663,Fashion,Mens Casual,800.0,1261.81,8.85
664,78,Kids Wear 664,Fashion,Kids Wear,768.16,1089.9,18.07
665,18,T-Shirts 665,Fashion,T-Shirts,710.06,1420.01,14.26
666,114,Kids Wear 666,Fashion,Kids Wear,461.54,951.41,8.96
667,142,T-Shirts 667,Fashion,T-Shirts,650.43,981.29,14.29
668,78,Womens Ethnic 668,Fashion,Womens Ethnic,1770.13,3904.04,6.13
669,141,Kids Wear 669,Fashion,Kids Wear,1315.89,3049.94,20.52
670,123,Kids Wear 670,Fashion,Kids Wear,448.94,839.63,8.55
671,95,Kurtis 671,Fashion,Kurtis,484.43,1038.16,6.6
672,90,Sarees 672,Fashion,Sarees,1364.48,3504.66,7.48
673,107,Mens Casual 673,Fashion,Mens Casual,1551.45,2933.01,14.07
674,82,Womens Ethnic 674,Fashion,Womens Ethnic,1429.53,2918.64,12.99
675,47,Mens Casual 675,Fashion,Mens Casual,1048.69,2451.49,14.7
676,146,Kurtis 676,Fashion,Kurtis,1693.94,2827.65,21.79
677,147,Kurtis 677,Fashion,Kurtis,1415.12,2170.75,9.07
678,62,Womens Ethnic 678,Fashion,Womens Ethnic,494.13,753.11,6.05
679,136,Sarees 679,Fashion,Sarees,1276.66,2654.98,12.7
680,129,Mens Casual 680,Fashion,Mens Casual,176.01,364.54,9.68
681,32,Sarees 681,Fashion,Sarees,1427.65,3305.8,13.62
682,87,Mens Casual 682,Fashion,Mens Casual,454.24,851.06,18.0
683,96,Womens Ethnic 683,Fashion,Womens Ethnic,1689.64,3328.19,23.92
684,63,Kids Wear 684,Fashion,Kids Wear,1067.72,2069.97,19.23
685,82,Kids Wear 685,Fashion,Kids Wear,608.23,1443.37,22.98
686,34,T-Shirts 686,Fashion,T-Shirts,1244.07,2401.43,12.37
687,137,Womens Ethnic 687,Fashion,Womens Ethnic,613.36,990.33,17.72
688,139,T-Shirts 688,Fashion,T-Shirts,963.68,1423.96,22.42
689,88,Kids Wear 689,Fashion,Kids Wear,1008.05,1594.23,14.72
690,39,Kids Wear 690,Fashion,Kids Wear,1390.2,3254.49,6.84
691,5,Womens Ethnic 691,Fashion,Womens Ethnic,376.9,953.35,20.27
692,78,Womens Ethnic 692,Fashion,Womens Ethnic,741.35,1739.99,16.44
693,31,Womens Ethnic 693,Fashion,Womens Ethnic,802.19,1136.33,13.71
694,94,T-Shirts 694,Fashion,T-Shirts,1501.19,2256.57,17.33
695,5,Sarees 695,Fashion,Sarees,270.08,588.1,18.68
696,11,Sarees 696,Fashion,Sarees,1234.79,2256.64,6.75
697,142,Kids Wear 697,Fashion,Kids Wear,684.0,1204.55,16.57
698,147,Mens Casual 698,Fashion,Mens Casual,1172.0,1673.29,17.21
699,79,Womens Ethnic 699,Fashion,Womens Ethnic,1677.11,3121.63,17.23
700,130,Kids Wear 700,Fashion,Kids Wear,854.32,1553.1,23.02
701,55,T-Shirts 701,Fashion,T-Shirts,498.44,1089.84,16.12
702,43,Sarees 702,Fashion,Sarees,612.04,959.76,11.48
703,25,Kids Wear 703,Fashion,Kids Wear,1415.64,3538.48,14.72
704,17,Kurtis 704,Fashion,Kurtis,1345.64,2264.52,20.08
705,67,Kids Wear 705,Fashion,Kids Wear,1583.58,3486.19,10.9
706,105,T-Shirts 706,Fashion,T-Shirts,1584.91,3383.92,13.22
707,11,Mens Casual 707,Fashion,Mens Casual,1247.61,1799.38,19.13
708,141,Kids Wear 708,Fashion,Kids Wear,719.7,1518.59,6.33
709,141,T-Shirts 709,Fashion,T-Shirts,1754.46,4355.69,21.62
710,43,Kurtis 710,Fashion,Kurtis,1462.37,2779.3,21.16
711,97,Womens Ethnic 711,Fashion,Womens Ethnic,626.67,1394.28,7.97
712,115,Sarees 712,Fashion,Sarees,205.56,430.74,9.79
713,129,Sarees 713,Fashion,Sarees,1505.39,3828.04,23.43
714,144,Sarees 714,Fashion,Sarees,1748.98,4461.82,7.85
715,76,Womens Ethnic 715,Fashion,Womens Ethnic,506.1,1089.15,12.84
716,94,Womens Ethnic 716,Fashion,Womens Ethnic,1261.33,2597.61,6.98
717,105,Sarees 717,Fashion,Sarees,544.0,932.05,12.93
718,40,Mens Casual 718,Fashion,Mens Casual,741.08,1243.5,21.59
719,104,Mens Casual 719,Fashion,Mens Casual,828.46,1286.33,16.68
720,42,Sarees 720,Fashion,Sarees,783.03,1820.02,20.16
721,150,Kurtis 721,Fashion,Kurtis,715.82,1430.07,22.95
722,16,Sarees 722,Fashion,Sarees,590.56,853.09,17.36
723,31,T-Shirts 723,Fashion,T-Shirts,969.43,2268.83,14.39
724,87,Mens Casual 724,Fashion,Mens Casual,1215.41,1832.18,19.93
725,72,Womens Ethnic 725,Fashion,Womens Ethnic,1687.17,2436.59,9.1
726,65,Womens Ethnic 726,Fashion,Womens Ethnic,565.29,1407.5,14.06
727,68,Sarees 727,Fashion,Sarees,679.39,1642.63,19.79
728,89,Kids Wear 728,Fashion,Kids Wear,431.4,739.2,18.28
729,107,Kurtis 729,Fashion,Kurtis,1362.96,2142.74,19.29
730,23,Kids Wear 730,Fashion,Kids Wear,1343.71,2476.37,17.88
731,57,Kurtis 731,Fashion,Kurtis,1460.91,2246.01,22.78
732,130,Sarees 732,Fashion,Sarees,1056.94,1802.24,14.73
733,141,Sarees 733,Fashion,Sarees,346.86,736.57,20.54
734,84,Sarees 734,Fashion,Sarees,534.17,999.22,19.25
735,107,Kids Wear 735,Fashion,Kids Wear,1630.24,3880.14,6.04
736,80,Sarees 736,Fashion,Sarees,592.61,1310.29,13.86
737,32,Kids Wear 737,Fashion,Kids Wear,125.72,201.71,9.43
738,88,Mens Casual 738,Fashion,Mens Casual,594.46,1064.48,12.94
